0, 0, Header, 1, 9, 192
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, Time_signature, 4, 2, 24, 8
1, 262143, End_track
2, 0, Start_track
2, 0, Text_t, "Lead Vox"
2, 192, Control_c, 3, 121, 0
2, 237, Control_c, 3, 0, 0
2, 240, Control_c, 3, 32, 0
2, 288, Program_c, 3, 53
2, 336, Control_c, 3, 10, 64
2, 385, Control_c, 3, 91, 70
2, 432, Control_c, 3, 93, 38
2, 482, Control_c, 3, 7, 124
2, 518, Control_c, 3, 11, 127
2, 10949, Note_on_c, 3, 61, 127
2, 11016, Note_off_c, 3, 61, 127
2, 11035, Note_on_c, 3, 61, 118
2, 11132, Note_off_c, 3, 61, 118
2, 11143, Note_on_c, 3, 61, 127
2, 11212, Note_off_c, 3, 61, 127
2, 11233, Note_on_c, 3, 59, 123
2, 11311, Note_off_c, 3, 59, 123
2, 11335, Note_on_c, 3, 57, 109
2, 11412, Note_off_c, 3, 57, 109
2, 11437, Note_on_c, 3, 59, 127
2, 11591, Note_off_c, 3, 59, 127
2, 11629, Note_on_c, 3, 57, 91
2, 11690, Note_off_c, 3, 57, 91
2, 11722, Note_on_c, 3, 61, 127
2, 11788, Note_off_c, 3, 61, 127
2, 11820, Note_on_c, 3, 57, 119
2, 11850, Note_off_c, 3, 57, 119
2, 11868, Note_on_c, 3, 57, 78
2, 11900, Note_off_c, 3, 57, 78
2, 11919, Note_on_c, 3, 59, 127
2, 11982, Note_off_c, 3, 59, 127
2, 12008, Note_on_c, 3, 57, 127
2, 12077, Note_off_c, 3, 57, 127
2, 12100, Note_on_c, 3, 61, 127
2, 12222, Note_off_c, 3, 61, 127
2, 12390, Note_on_c, 3, 61, 127
2, 12468, Note_off_c, 3, 61, 127
2, 12485, Note_on_c, 3, 61, 127
2, 12568, Note_off_c, 3, 61, 127
2, 12577, Note_on_c, 3, 61, 127
2, 12669, Note_off_c, 3, 61, 127
2, 12684, Note_on_c, 3, 61, 127
2, 12759, Note_off_c, 3, 61, 127
2, 12777, Note_on_c, 3, 59, 127
2, 12848, Note_off_c, 3, 59, 127
2, 12870, Note_on_c, 3, 57, 127
2, 12947, Note_off_c, 3, 57, 127
2, 12969, Note_on_c, 3, 59, 127
2, 13044, Note_off_c, 3, 59, 127
2, 13066, Note_on_c, 3, 57, 127
2, 13121, Note_off_c, 3, 57, 127
2, 13156, Note_on_c, 3, 61, 127
2, 13336, Note_off_c, 3, 61, 127
2, 13357, Note_on_c, 3, 59, 127
2, 13524, Note_off_c, 3, 59, 127
2, 13547, Note_on_c, 3, 57, 127
2, 13623, Note_off_c, 3, 57, 127
2, 13648, Note_on_c, 3, 56, 127
2, 13723, Note_off_c, 3, 56, 127
2, 13749, Note_on_c, 3, 54, 127
2, 13900, Note_off_c, 3, 54, 127
2, 14401, Note_on_c, 3, 54, 127
2, 14444, Note_off_c, 3, 54, 127
2, 14453, Note_on_c, 3, 56, 127
2, 14482, Note_off_c, 3, 56, 127
2, 14499, Note_on_c, 3, 54, 127
2, 14612, Note_off_c, 3, 54, 127
2, 14784, Note_on_c, 3, 54, 127
2, 14822, Note_off_c, 3, 54, 127
2, 14842, Note_on_c, 3, 56, 116
2, 14863, Note_off_c, 3, 56, 116
2, 14887, Note_on_c, 3, 54, 127
2, 15006, Note_off_c, 3, 54, 127
2, 15171, Note_on_c, 3, 54, 127
2, 15204, Note_off_c, 3, 54, 127
2, 15224, Note_on_c, 3, 56, 119
2, 15241, Note_off_c, 3, 56, 119
2, 15266, Note_on_c, 3, 54, 127
2, 15371, Note_off_c, 3, 54, 127
2, 16226, Note_on_c, 3, 54, 127
2, 16278, Note_off_c, 3, 54, 127
2, 16319, Note_on_c, 3, 57, 127
2, 16396, Note_off_c, 3, 57, 127
2, 16419, Note_on_c, 3, 59, 127
2, 16583, Note_off_c, 3, 59, 127
2, 16609, Note_on_c, 3, 57, 127
2, 16676, Note_off_c, 3, 57, 127
2, 16702, Note_on_c, 3, 56, 127
2, 16777, Note_off_c, 3, 56, 127
2, 16806, Note_on_c, 3, 54, 127
2, 17097, Note_off_c, 3, 54, 127
2, 17474, Note_on_c, 3, 57, 127
2, 17514, Note_off_c, 3, 57, 127
2, 17524, Note_on_c, 3, 56, 127
2, 17567, Note_off_c, 3, 56, 127
2, 17578, Note_on_c, 3, 54, 127
2, 17806, Note_off_c, 3, 54, 127
2, 17855, Note_on_c, 3, 57, 127
2, 17895, Note_off_c, 3, 57, 127
