,Track,Note,Start Time,Duration,Music Freq,Light Freq,Wavelength,RGB
0,2,61,10949,67,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
1,2,61,11035,97,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
2,2,61,11143,69,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
3,2,59,11233,78,246.94165062806206,473.66719908615056,633.3560790757564,"[255, 64, 0]"
4,2,57,11335,77,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
5,2,59,11437,154,246.94165062806206,473.66719908615056,633.3560790757564,"[255, 64, 0]"
6,2,57,11629,61,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
7,2,61,11722,66,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
8,2,57,11820,30,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
9,2,57,11868,32,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
10,2,59,11919,63,246.94165062806206,473.66719908615056,633.3560790757564,"[255, 64, 0]"
11,2,57,12008,69,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
12,2,61,12100,122,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
13,2,61,12390,78,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
14,2,61,12485,83,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
15,2,61,12577,92,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
16,2,61,12684,75,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
17,2,59,12777,71,246.94165062806206,473.66719908615056,633.3560790757564,"[255, 64, 0]"
18,2,57,12870,77,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
19,2,59,12969,75,246.94165062806206,473.66719908615056,633.3560790757564,"[255, 64, 0]"
20,2,57,13066,55,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
21,2,61,13156,180,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
22,2,59,13357,167,246.94165062806206,473.66719908615056,633.3560790757564,"[255, 64, 0]"
23,2,57,13547,76,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
24,2,56,13648,75,207.65234878997256,459.2454592821804,653.245435390722,"[243, 0, 0]"
25,2,54,13749,151,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
26,2,54,14401,43,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
27,2,56,14453,29,207.65234878997256,459.2454592821804,653.245435390722,"[243, 0, 0]"
28,2,54,14499,113,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
29,2,54,14784,38,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
30,2,56,14842,21,207.65234878997256,459.2454592821804,653.245435390722,"[243, 0, 0]"
31,2,54,14887,119,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
32,2,54,15171,33,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
33,2,56,15224,17,207.65234878997256,459.2454592821804,653.245435390722,"[243, 0, 0]"
34,2,54,15266,105,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
35,2,54,16226,52,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
36,2,57,16319,77,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
37,2,59,16419,164,246.94165062806206,473.66719908615056,633.3560790757564,"[255, 64, 0]"
38,2,57,16609,67,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
39,2,56,16702,75,207.65234878997256,459.2454592821804,653.245435390722,"[243, 0, 0]"
40,2,54,16806,291,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
41,2,57,17474,40,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
42,2,56,17524,43,207.65234878997256,459.2454592821804,653.245435390722,"[243, 0, 0]"
43,2,54,17578,228,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
44,2,57,17855,40,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
45,2,56,17907,31,207.65234878997256,459.2454592821804,653.245435390722,"[243, 0, 0]"
46,2,54,17959,235,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
47,2,57,18239,43,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
48,2,56,18289,43,207.65234878997256,459.2454592821804,653.245435390722,"[243, 0, 0]"
49,2,54,18338,164,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
50,2,61,20165,67,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
51,2,61,20251,97,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
52,2,61,20359,69,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
53,2,59,20449,78,246.94165062806206,473.66719908615056,633.3560790757564,"[255, 64, 0]"
54,2,57,20551,77,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
55,2,59,20653,154,246.94165062806206,473.66719908615056,633.3560790757564,"[255, 64, 0]"
56,2,57,20845,61,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
57,2,61,20938,66,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
58,2,57,21036,30,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
59,2,57,21084,32,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
60,2,59,21135,63,246.94165062806206,473.66719908615056,633.3560790757564,"[255, 64, 0]"
61,2,57,21224,69,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
62,2,61,21316,122,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
63,2,61,21606,78,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
64,2,61,21701,83,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
65,2,61,21793,92,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
66,2,61,21900,75,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
67,2,59,21993,71,246.94165062806206,473.66719908615056,633.3560790757564,"[255, 64, 0]"
68,2,57,22086,77,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
69,2,59,22185,75,246.94165062806206,473.66719908615056,633.3560790757564,"[255, 64, 0]"
70,2,57,22282,55,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
71,2,61,22372,180,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
72,2,59,22573,167,246.94165062806206,473.66719908615056,633.3560790757564,"[255, 64, 0]"
73,2,57,22763,76,220.0,463.7778537155311,646.861417802869,"[252, 0, 0]"
74,2,56,22864,75,207.65234878997256,459.2454592821804,653.245435390722,"[243, 0, 0]"
75,2,54,22965,75,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
76,2,54,23617,43,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
77,2,56,23669,29,207.65234878997256,459.2454592821804,653.245435390722,"[243, 0, 0]"
78,2,54,23715,113,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
79,2,54,24005,38,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
80,2,56,24058,21,207.65234878997256,459.2454592821804,653.245435390722,"[243, 0, 0]"
81,2,54,24104,119,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
82,2,54,24386,33,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
83,2,56,24440,28,207.65234878997256,459.2454592821804,653.245435390722,"[243, 0, 0]"
84,2,54,24485,105,184.9972113558172,450.92954421082055,665.2924028853223,"[227, 0, 0]"
85,2,66,26112,84,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
86,2,64,26206,32,329.6275569128699,504.01832700410455,595.2164513207412,"[255, 206, 0]"
87,2,66,26252,86,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
88,2,64,26352,36,329.6275569128699,504.01832700410455,595.2164513207412,"[255, 206, 0]"
89,2,66,26405,161,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
90,2,69,26585,177,440.0,544.5322221680024,550.931584554499,"[166, 255, 0]"
91,2,66,26786,82,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
92,2,69,26880,83,440.0,544.5322221680024,550.931584554499,"[166, 255, 0]"
93,2,66,26972,38,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
94,2,66,27021,79,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
95,2,64,27116,33,329.6275569128699,504.01832700410455,595.2164513207412,"[255, 206, 0]"
96,2,66,27162,78,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
97,2,61,27557,42,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
98,2,66,27603,41,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
99,2,64,27653,32,329.6275569128699,504.01832700410455,595.2164513207412,"[255, 206, 0]"
100,2,66,27702,32,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
101,2,66,27748,185,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
102,2,66,27945,35,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
103,2,64,27997,30,329.6275569128699,504.01832700410455,595.2164513207412,"[255, 206, 0]"
104,2,66,28048,81,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
105,2,68,28153,154,415.3046975799451,535.467433301301,560.2581620144837,"[195, 255, 0]"
106,2,66,28333,143,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
107,2,64,29091,81,329.6275569128699,504.01832700410455,595.2164513207412,"[255, 206, 0]"
108,2,66,29191,74,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
109,2,64,29284,28,329.6275569128699,504.01832700410455,595.2164513207412,"[255, 206, 0]"
110,2,66,29335,80,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
111,2,64,29435,36,329.6275569128699,504.01832700410455,595.2164513207412,"[255, 206, 0]"
112,2,66,29484,100,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
113,2,66,29597,63,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
114,2,66,29850,26,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
115,2,66,29896,41,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
116,2,69,29948,91,440.0,544.5322221680024,550.931584554499,"[166, 255, 0]"
117,2,66,30049,41,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
118,2,66,30102,88,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
119,2,64,30209,36,329.6275569128699,504.01832700410455,595.2164513207412,"[255, 206, 0]"
120,2,66,30259,104,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
121,2,61,30626,35,277.1826309768721,484.7676139472949,618.8532223867098,"[255, 123, 0]"
122,2,66,30676,33,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
123,2,62,30722,81,293.6647679174076,490.81763467174983,611.2249821680402,"[255, 151, 0]"
124,2,62,30820,28,293.6647679174076,490.81763467174983,611.2249821680402,"[255, 151, 0]"
125,2,62,30863,42,293.6647679174076,490.81763467174983,611.2249821680402,"[255, 151, 0]"
126,2,62,30915,49,293.6647679174076,490.81763467174983,611.2249821680402,"[255, 151, 0]"
127,2,64,30963,139,329.6275569128699,504.01832700410455,595.2164513207412,"[255, 206, 0]"
128,2,66,31116,203,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
129,2,66,31389,85,369.9944227116344,518.8356031585813,578.2178365818613,"[249, 255, 0]"
